Company Name,Ticker,Market Cap (mil),Last Close,Avg Volume,% Price Change (1 Week),% Price Change (4 Weeks),% Price Change (12 Weeks),Price as a % of 52 Wk H-L Range,Relative Price Change (YTD),Sales Growth F(0)/F(-1),Operating Margin 12 Mo %,52 Week High,52 Week Low,Zacks Industry Rank,Sector,Industry,Net Margin %,Zacks Rank
"Albertsons Companies","ACI","5603.06","11.44","8458406","-23.84","-16.86","-32.11","0","-38.43","3.46","1.32","20.8","11.44","190","Consumer Staples","Consumer Products - Staples",".08","3"
"American Coastal Insurance Corporation","ACIC","484.16","9.99","303994","-3.66","-7.16","-16.05","3.18","-26.91","13.07","30.81","13.03","9.89","151","Finance","Insurance - Property and Casualty","31.32","5"
"ACI Worldwide","ACIW","5543.6","54.53","1129806","-7.06","16.87","26.17","79.5","5.39","10.38","17.1","58.67","38.47","95","Computer and Technology","Computer - Software","11.51","2"
"Axcelis Technologies","ACLS","4349.15","141.51","565229","1.56","-21.69","1.73","59.58","62.76","-17.57","16.89","191.6","67.69","30","Computer and Technology","Electronics - Manufacturing Machinery","11.93","3"
"AECOM","ACM","8694.58","67.65","1560014","-3.29","-3.55","-19.56","1.17","-34.43",".21","9.55","134.35","66.86","95","Construction","Engineering - R and D Services","3.16","4"
"ACM Research","ACMR","5414.23","88.42","1378060","5.15","-17.26","71.06","62.64","107.11","15.24","10.75","126.89","23.92","95","Computer and Technology","Semiconductor Equipment - Material Services","9.48","3"
"Accenture","ACN","92652.08","138.74","8935986","-4.06","10.27","-22.37","8.71","-52.22","7.36","11.72","288.54","124.44","70","Computer and Technology","Computers - IT Services","10.66","4"
"Aclaris Therapeutics","ACRS","765.36","5.48","2044559","2.24","11.61","26.27","94.5","68.23","-58.19","-832.58","5.71","1.53","94","Medical","Medical - Drugs","-832.58","3"
"Enact Holdings","ACT","6417.45","45.97","347799","-1.25","2.98","7.58","95.22","7.16","2.83","54.87","46.55","34.42","178","Finance","Insurance - Multi line","54.49","4"
"ACV Auctions","ACVA","1321.61","7.57","3232588","-.79","15.22","45.86","30.84","-12.78","19.22","3.8","15.24","4.15","209","Business Services","Auction and Valuation Services","-7.97","3"
"Adamas Trust, Inc.","ADAM","771.91","8.59","825337","-6.83","-7.93","-4.34","71.07","8.73","50.01","75.85","9.51","6.33","190","Finance","REIT and Equity Trust","24.14","3"
"Adobe","ADBE","84337.58","212.17","5480411","-9.83","9.7","-13.79","10.45","-43.98","10.53","37.44","372.87","193.41","95","Computer and Technology","Computer - Software","28.69","3"
"Agree Realty","ADC","9585.41","79.81","1011414","-1.16","5.04","3.5","81.97","2.38","16.42","30.76","81.92","70.22","73","Finance","REIT and Equity Trust - Retail","29.25","3"
"ADEIA INC","ADEA","2968","26.91","1479249","3.9","-11.42","-15.51","69.3","44.15","17.91","43.5","33.63","11.74","91","Business Services","Technology Services","26.5","3"
"Analog Devices","ADI","185190.5","380.2","4253456","-.09","-9.03","-5.48","70.96","29.54","16.89","38.18","445.48","220.68","21","Computer and Technology","Semiconductor - Analog and Mixed","26.01","2"
"Archer Daniels Midland","ADM","41616.95","86.35","2986480","4.04","12.82","15.84","97.1","38.79","-6.15","2.07","87.32","53.85","95","Consumer Staples","Agriculture - Operations","1.34","2"
"ADMA Biologics","ADMA","1939.94","8.37","2889625","-4.99","-4.01","-18.34","6.03","-57.6","19.63","33.27","20.38","7.6","91","Medical","Medical - Biomedical and Genetics","32.43","5"
"Adient","ADNT","1576.89","20.11","1047757","-2.43","-.89","-4.47","24.86","-3.07","-1.04","1","27.09","17.8","151","Auto-Tires-Trucks","Automotive - Original Equipment",".39","3"
"Automatic Data Processing","ADP","97087.46","242.88","2515332","-5.33","12.28","14.6","44.28","-12.75","7.07","20.16","310.94","188.79","154","Computer and Technology","Internet - Software","20.12","3"
"Adaptive Biotechnologies","ADPT","3570.59","22.31","2832933",".95","10.17","58.23","95.19","26.94","54.77","-28.24","22.92","10.24","91","Medical","Medical - Biomedical and Genetics","-16.82","3"
"Autodesk","ADSK","43309.86","205.26","2283957","-5.44","8.19","-13.39","12.61","-35.93","17.53","31.67","326.79","187.72","154","Computer and Technology","Internet - Software","19.49","3"
"ADT","ADT","5000.75","6.82","7665859","-3.4","8.25","-9.43","20.39","-21.91","4.72","14.71","8.85","6.3","157","Industrial Products","Security and Safety Services","12.12","3"
"ADTRAN Holdings, Inc.","ADTN","826.74","10.15","1834793","-13.32","-27.71","-42.62","23.87","7.93","17.46","2.19","19.4","7.25","43","Computer and Technology","Communication - Components","-3.18","3"
"Aebi Schmidt Holding AG","AEBI","1037.03","13.38","338072","1.21","1.36","15.15","64.99","-2.26","40.58",".48","15.61","9.24","160","Auto-Tires-Trucks","Automotive - Domestic",".48","3"
"Ameren","AEE","31347.65","113.27","1699622",".15","-1.1","-.33","76.03","4.81","15.43","16.19","118.32","97.25","165","Utilities","Utility - Electric Power","17.17","2"
"Aehr Test Systems","AEHR","2783.93","88.51","3091450","5.12","-10.41","-2.26","71.86","305.08","-15.21","1.82","116.58","16.84","9","Computer and Technology","Electronics - Measuring Instruments","-14.25","1"
"Advanced Energy Industries","AEIS","11984.98","315.14","903061","10.23","-16","-17.91","70.88","39.08","21.37","14.77","389.05","135.25","30","Computer and Technology","Semiconductor Equipment - Wafer Fabrication","10","3"
"Agnico Eagle Mines","AEM","73347.64","144.51","2505854","5.26","-7.47","-23.22","16.41","-21.23","43.71","37.8","252.19","123.37","233","Basic Materials","Mining - Gold","39.46","5"
"American Eagle Outfitters","AEO","2862.15","17.08","4379013","-2.34","-5.37","-1.95","38.28","-40.15","3.16","6.08","28.19","10.19","53","Retail-Wholesale","Retail - Apparel and Shoes","5.01","3"
"American Electric Power","AEP","73410.64","134.92","4570125","1.34","-1.52","-1.6","88.31","8.12","10.93","14.52","138.69","106.44","165","Utilities","Utility - Electric Power","16.29","3"
"Aercap","AER","24792.85","148.57","979759",".96","-1.03","4.47","86.84","-4.51","6.5","33.58","154.83","107.25","169","Transportation","Transportation - Equipment and Leasing","45.22","2"
"AES","AES","10576.13","14.83","8207493",".2","1.16","2.63","48.64","-4.44","-.37","15.68","17.28","12.51","165","Utilities","Utility - Electric Power","10.78","3"
"Atlas Energy Solutions Inc.","AESI","1632.52","13.07","2788842","-5.08","-21.45","-24.8","42.66","28.21","3.73","-8.5","19.75","8.1","206","Oils-Energy","Oil and Gas - Integrated - United States","-9.29","3"
"Aeva Technologies","AEVA","1014.96","16.1","1825040","-4.02","-20.1",".69","34.38","12.02","99.44","-482.33","29.29","9.19","151","Auto-Tires-Trucks","Automotive - Original Equipment","-693.94","4"
"American Financial Group","AFG","11728.43","141.16","438987",".88","3.88","5.92","71.28","-4.57","-1.8","11.49","148.71","122.42","151","Finance","Insurance - Property and Casualty","10.76","3"
"Aflac","AFL","63287.18","124.34","1896091","1.07","5.17","9.39","98.57","4.19","-9.31","21.77","124.72","98.09","95","Finance","Insurance - Accident and Health","25.6","3"
"Affirm","AFRM","23848.13","71.21","3924580","-10.81","-7.34","10.78","57.76","-11.59","39.66","9.63","92.18","42.53","154","Computer and Technology","Internet - Software","9.63","3"
"First Majestic Silver","AG","8110.32","16.45","9293106","3.59","-.3","-16.54","35.65","-8.76","124.25","23.28","32.01","7.83","195","Basic Materials","Mining - Silver","19.51","2"
"AGCO","AGCO","8491.35","117.27","702042","1.66","-1.34","-3.1","42.45","3.87","-13.55","4.15","140.49","100.14","30","Industrial Products","Manufacturing - Farm Equipment","7.43","3"
"Agenus","AGEN","277.02","6.19","10743602","23.8","114.93","58.31","95.53","82.16","10.37","71.76","6.35","2.77","91","Medical","Medical - Biomedical and Genetics","50.49","3"
"Alamos Gold","AGI","12298.15","29.38","3892047","4","-5.56","-26.44","16.37","-29.63","34.29","36.63","55.33","24.3","233","Basic Materials","Mining - Gold","51.24","4"
"Agios Pharmaceuticals","AGIO","2157.63","36.28","1163909","-6.3",".22","29.57","60.22","23.16","48.03","-639.84","45.49","22.34","91","Medical","Medical - Biomedical and Genetics","-639.84","3"
"Agilon Health","AGL","1672.88","100.27","325707","-17.28","-6.51","258.75","75.75","438.13","-2.11","-6.42","129.84","7.91","95","Medical","Medical Services","-6.09","3"
"AGNC Investment","AGNC","12122.13","10.56","18286574","-7.61","-.56","-4.17","43.31","-8.98","19.46","186.81","12.17","9.33","190","Finance","REIT and Equity Trust","57.94","3"
"Assured Guaranty","AGO","3721.66","84.19","312534",".02","9.07","2.8","57.9","-13.44","27.29","48.95","92.18","73.2","178","Finance","Insurance - Multi line","40.45","3"
"Adecoagro","AGRO","1535.55","10.77","644827","8.46","15.81","-23.56","44.83","25.5","-6","-2.59","15.25","7.13","95","Consumer Staples","Agriculture - Operations",".95","3"
"Argan","AGX","8443.79","602.3","337460","10.01","-20.02","-10.1","67","77.63","8.06","15.48","798.55","203.84","153","Construction","Building Products - Miscellaneous","15.48","1"
"Agilysys","AGYS","2679.13","95.01","320627","-13.65","-2.56","48.31","41.58","-26.13","15.85","15.9","141.12","62.19","17","Computer and Technology","Computer - Integrated Systems","12.15","1"
"AdaptHealth","AHCO","1423.03","10.47","1275690","-3.94","4.49","-20.14","38.08","-2.87","-.49","1.9","13.38","8.68","166","Medical","Medical - Products","-2.42","3"
"American Healthcare REIT, Inc.","AHR","10865.68","56.38","4072264","-.37","10.72","11.03","94.07","10.7","9.15","4.24","57.6","37.01","60","Finance","REIT and Equity Trust - Other","4.23","2"
"AH Realty Trust Inc","AHRT","697.94","6.93","688053","-1.42","-.14","13.79","73.86","-3.27","-59.74","2.31","7.56","5.15","60","Finance","REIT and Equity Trust - Other","-6.87","3"
"C3.ai","AI","1266.91","8.15","5135267","-8.53","-6.86","-7.7","1.82","-44.13","-35.67","-75.79","29.16","7.76","70","Computer and Technology","Computers - IT Services","-187.95","3"
"American International Group","AIG","41440.92","78.16","4095573",".17","4.42","4.49","42.65","-15.58","-1.75","16.14","86.59","71.89","178","Finance","Insurance - Multi line","11.86","3"
"Arteris","AIP","1538.91","33.33","920983","7.41","-23.54","15.09","61.85","98.7","22.27","-14.23","48.59","8.59","154","Computer and Technology","Internet - Software","-44.92","3"
"AAR","AIR","5164.88","129.47","571538","-3","-6.53","17.31","80.33","44.5","18.97","5.89","143.61","71.73","68","Aerospace","Aerospace - Defense Equipment","5.67","1"
"AIRO Group Holdings, Inc.","AIRO","224.52","7.14","446258","10.02","6.25","-6.54","6.47","-19.35","4.57","-19.98","25.79","5.85","81","Aerospace","Aerospace - Defense","-19.98","3"
"Assurant","AIZ","13566.14","273.8","323573","-.6","5","15.88","93.4","5.04","7.89","8.85","280.11","184.56","178","Finance","Insurance - Multi line","7.6","3"
"Arthur J. Gallagher & Co.","AJG","62223.75","242.21","1565130","-5.36","11.18","17.35","40.78","-13.52","22.29","20.24","315.14","192","164","Finance","Insurance - Brokerage","10.76","3"
"Akamai Technologies","AKAM","17063.89","117.37","3550050","-1.21","3.97","13.97","51.69","24.3","5.44","24.13","161.14","70.53","95","Computer and Technology","Internet - Services","10.2","3"
"Acadia Realty Trust","AKR","2936.04","21.99","1471055","-.63","1.38","1.71","83.14","-1.07","14.2","9.77","22.72","18.39","73","Finance","REIT and Equity Trust - Retail","9.77","3"
"Astera Labs, Inc.","ALAB","56045.25","326.97","4520577","2.26","-17.85","67.9","59.23","81.61","115.13","38.05","483.02","100.27","154","Computer and Technology","Internet - Software","26.72","3"
"Albemarle","ALB","13787.74","116.91","2211710","-2.13","-17.11","-40.56","33.45","-23.62","-4.37","7.53","215.62","67.3","91","Basic Materials","Chemical - Diversified ","-5","3"
"Alcon","ALC","33243.16","67.21","2064122","-4.83","-1.35","-10.23","17.18","-21.2","4.94","14.89","92.22","62.02","166","Medical","Medical - Instruments","7.7","3"
"Allegro MicroSystems","ALGM","9328.5","50.07","3376517","6.26","-16.77","3.24","58.24","75.38","22.77","11.24","69.62","22.8","57","Computer and Technology","Electronics - Semiconductors","-1.67","3"
"Align Technology","ALGN","12049.03","168.24","921050","-5.7","-4.25","-4.41","52.68","-.44",".9","19.31","207.19","124.88","84","Medical","Medical - Dental Supplies","10.5","3"
"Allegiant","ALGT","1741.95","94.48","574204","-10.37","-14.15","24.91","65.26","2.38","3.74","4.02","119.16","48.12","84","Transportation","Transportation - Airline","-1.3","2"
"Alignment Healthcare","ALHC","4134.68","20","4582183","-.15","-11.93","-11.27","64.71","-6.43","46.06",".47","24.56","11.64","95","Medical","Medical Services",".47","3"
"Alight","ALIT","488.54","18.28","1045151","-15.25","61.97","10.47","8.04","-56.69","-3","11.08","115.2","9.8","154","Computer and Technology","Internet - Software","-137.5","3"
"Alaska Air Group","ALK","4986.45","44.75","3241228","-6.03","-16.03","14.42","35.59","-17.79","21.34","-.82","63.86","34.19","84","Transportation","Transportation - Airline","-1.19","3"
"Alkermes","ALKS","8828.82","52.97","1958510","1.98",".26","57.13","92.26","74.93","-5.25","11.59","55.22","26.13","91","Medical","Medical - Biomedical and Genetics","9.78","3"
"Alkami Technology","ALKT","1742.27","16.28","1823941","-10.25","2.78","3.17","12.44","-34.79","32.89","8.9","28.18","14.59","154","Computer and Technology","Internet - Software","-10.55","3"
"Allstate","ALL","65518.78","254.52","1644787","5.23","9.9","17.15","97.1","12.99","5.58","16.48","256.45","190","151","Finance","Insurance - Property and Casualty","17.81","2"
"Allegion","ALLE","13283.11","154.57","1389834","10.82","12.82","12.43","53.44","-10.3","7.82","17","179.77","125.65","157","Industrial Products","Security and Safety Services","15.36","3"
"Allot","ALLT","363.38","7.47","313570","-10.43",".95","1.77","23.24","-29.78","10.63","12.54","11.5","6.25","154","Computer and Technology","Internet - Software","5.68","3"
"Ally Financial","ALLY","13477.82","43.97","3076313","-6.05","-5.07","-.95","70.95","-10.29","-3.26","17.86","47.25","35.96","162","Finance","Financial - Consumer Loans","16.75","3"
"Almonty Industries Inc.","ALM","4085.39","14.18","6136041","7.63","-13.8","-34.59","53.8","48.73","10.56","-49.16","23.42","3.42","203","Basic Materials","Mining - Miscellaneous","-262.29","2"
"Aeluma, Inc.","ALMU","291.97","15.95","506456","5.35","-21.81","-31.52","25.15","-14.16","407.62","-39.4","31.49","10.73","57","Computer and Technology","Electronics - Semiconductors","-115.57",""
"Alnylam Pharmaceuticals","ALNY","35880.17","268.74","1503543","-5.09","-8.33","-13.17",".78","-37.55","65.19","20.6","491.22","266.99","91","Medical","Medical - Biomedical and Genetics","11.72","3"
"Alarm.com","ALRM","2497.76","50.5","508169","-6.65","14.59","13.71","49.15","-8.54","7.59","14.46","59.16","42.13","157","Industrial Products","Security and Safety Services","12.36","2"
"Allison Transmission Holdings","ALSN","9922.46","119.64","1536832","3.59","-3.92","-10.95","71.16","12.92","-6.67","18.92","136","79.27","151","Auto-Tires-Trucks","Automotive - Original Equipment","14.88","3"
"Autoliv","ALV","8437.66","115.21","782887","-7.82","-4.64","-.62","47.43","-10.31","4.09","6.81","131.69","100.34","151","Auto-Tires-Trucks","Automotive - Original Equipment","5.79","4"
"Antero Midstream","AM","10929.29","23.01","2057753",".7","1.41","5.26","91.23","19.52","7.43","33.9","23.6","16.87","206","Oils-Energy","Oil and Gas - Integrated - United States","33.9","4"
"Applied Materials","AMAT","446840.34","562.8","10259976",".33","-15.75","42.67","71.73","102.36","4.39","27.24","723","156.25","57","Computer and Technology","Electronics - Semiconductors","29.31","2"
"Ambarella","AMBA","3093.15","70.51","1934289","11.41","9.98","2.49","46.65","-8.03","37.15","7.13","95.51","48.65","57","Computer and Technology","Electronics - Semiconductors","-17.19","2"
"Ambiq Micro, Inc.","AMBQ","1598.27","74.77","504720",".42","-10.38","99.49","76.8","142.42","-4.67","-25.35","90.48","22.76","57","Computer and Technology","Electronics - Semiconductors","-46.86","3"
"Amcor","AMCR","19709.8","42.63","3091818","-4.93","-.54","12.07","42.76","-5.54","10.04","7.67","50.58","36.69","185","Industrial Products","Containers - Paper and Packaging","3.06","3"
"AMC Global Media Inc.","AMCX","430.05","9.79","491962","-10.18","3.6","15.31","78.94","-4.98","-4.52","3.87","10.9","5.63","174","Consumer Discretionary","Media Conglomerates","2.28","5"
"Advanced Micro Devices","AMD","880018.81","539.69","26862868","7.74","1.34","52.24","90.41","132.86","34.34","20.1","580.91","151.14","17","Computer and Technology","Computer - Integrated Systems","13.37","2"
"AMETEK","AME","55270.01","241.14","932389","1.62",".08","2.39","98.77","8.53","6.63","23.23","241.94","176.76","30","Computer and Technology","Electronics - Testing Equipment","20.11","2"
"Amgen","AMGN","200501.64","371.5","2163028","-.02","5.29","7.29","85.76","4.88","9.95","32.21","388.16","271.18","91","Medical","Medical - Biomedical and Genetics","20.96","4"
"American Homes 4 Rent","AMH","11939.32","33.11","2008523","-3.58","-.54","3.99","61.22","-4.69","7.03","25.27","36.74","27.38","88","Finance","REIT and Equity Trust - Residential","25.27","4"
"Amkor Technology","AMKR","16193.51","65.33","4274375","3.67","-23.7","-6.34","61.03","52.9","6.18","6.17","93.55","21.14","57","Computer and Technology","Electronics - Semiconductors","6.17","2"
"AMN Healthcare Services","AMN","1282.66","33.07","849433","-3.36","2.29","61.55","86.94","93.89","-8.49","3.43","35.77","15.1","201","Business Services","Business - Services","-.95","3"
"Ameriprise Financial","AMP","46756.37","520.11","746374","-2.46","14.74","9.55","77.94","-1.99","7.04","21.38","545.5","430.4","81","Finance","Financial - Investment Management","20.24","2"
"Amphastar Pharmaceuticals","AMPH","832.03","18.87","419904","-4.98","-10.31","-14.07","14.35","-34.89","-1.65","19.32","30.81","16.87","209","Medical","Medical - Generic Drugs","11","3"
"Amplitude","AMPL","836.13","8.05","2362024","-16.58","19.08","13.22","32.84","-35.77","14.68","1.83","13.04","5.61","91","Business Services","Technology Services","-25.11","3"
"Amprius Technologies, Inc.","AMPX","1403.53","9.91","6287153","-1.88","-21.1","-52.94","21.45","16.06","202.11","-19.03","22.91","6.36","91","Business Services","Technology Services","-43.98","3"
"Ameresco","AMRC","1248.06","23.57","468932","-.08","-15.09","-20.35","28.14","-25.64","9.16","1.85","43.23","15.87","154","Oils-Energy","Alternative Energy - Other","1.59","2"
"Amneal Pharmaceuticals","AMRX","5732.84","17.97","2144713","-.39","3.75","39.63","98.74","31.78","8.05","9.59","18.1","7.82","94","Medical","Medical - Drugs","4.01","3"
"Amrize Ltd","AMRZ","26741.52","48.35","2613162","-5.53","-13.48","-10.1","8.85","-17.39",".95","10.67","65.86","46.65","153","Construction","Building Products - Miscellaneous","9.7","4"
"American Superconductor","AMSC","1599.26","33","723461","-.27","-18.07","-38.36","17.31","5.95","34.26","52.85","66.68","25.95","57","Computer and Technology","Electronics - Miscellaneous Components","44.73","3"
"American Tower","AMT","76709.29","164.65","3197126","-2.53","-2.41","-9.88","3.62","-13.34","5.11","26.81","232.35","162.11","60","Finance","REIT and Equity Trust - Other","26.81","3"
"Amerant Bancorp","AMTB","1017.32","25.85","364151","-2.08","3.57","12.54","94.33","22.43","11.65","18.25","26.4","16.7","74","Finance","Banks - Southeast","8.83","1"
"Amentum Holdings, Inc.","AMTM","5377.4","22.01","1830373","5.97","9.56","-16.09","11.01","-29.87","71.59","4","37.53","20.09","95","Construction","Engineering - R and D Services","1.04","2"
"America Movil, S.A.B. de C.V. Unsponsored ADR","AMX","78109.5","25.95","1342565","-.73","-1.33","-2.44","83.26","16.01","3.21","9.38","27.75","17","184","Computer and Technology","Wireless Non-US ","9.38","2"
"Amazon.com","AMZN","2513506.25","233.66","50749372","-6.49","2.93","-11.85","45.76","-6.46","12.38","10.44","274.99","198.79","157","Retail-Wholesale","Internet - Commerce","12.22","3"
"AutoNation","AN","6862.95","205.1","375779","-1.87","6.8","-3.43","54.56","-8.21","3.24","2.73","227.18","178.59","169","Retail-Wholesale","Automotive - Retail and Whole Sales","2.47","3"
"AnaptysBio","ANAB","1625.8","54.91","861613","1.4","-7.99","-16.46","69.87","4.66","157.01","-11.53","70.22","19.4","91","Medical","Medical - Biomedical and Genetics","-11.53","3"
"The Andersons","ANDE","2664.73","78.25","332370","2.69","9.98","-.37","94.33","35.99","-2.21","1.32","80.87","34.63","26","Basic Materials","Agriculture - Products","1.17",""
"Arista Networks","ANET","222387.75","176.61","7765651","4.78","6.75","2.26","86.59","24.55","28.6","41.61","186.96","109.78","154","Computer and Technology","Internet - Software","38.32","2"
"Abercrombie & Fitch","ANF","4038.4","90.89","1018529","-6.66","1.72","6.49","39.35","-33.28","6.42","8.8","129.85","65.61","53","Retail-Wholesale","Retail - Apparel and Shoes","9.34","3"
"Angi","ANGI","219.23","5.42","617090","-15.05","6.69","-26.16","4.53","-61.27","-13.04","1.93","18.9","4.78","169","Computer and Technology","Internet - Content","1.93","3"
"AngioDynamics","ANGO","555.51","13.44","539501","-4.95","-1.61","22.85","83.03","-3.28","9.46","-3.13","14.47","8.4","166","Medical","Medical - Instruments","-11.48","4"
"ANI Pharmaceuticals","ANIP","1786.2","78.53","303523","-4.14","-5.7","-1.16","42.81","-8.08","43.78","18.58","98.81","63.35","91","Medical","Medical - Biomedical and Genetics","9.98","3"
"Aon","AON","75986.41","355.78","1371266","-3.49","12.61","14.16","70.91","-6.84","9.45","22.1","375.27","308.27","164","Finance","Insurance - Brokerage","22.54","3"
"Artivion","AORT","1213.58","25","673178","-2.84","10.33","-30.23","17.8","-49.35","13.59","6.85","47.63","20.1","166","Medical","Medical - Instruments","2.55","3"
"A. O. Smith","AOS","8199.43","59.49","1641767","-1.72","-2.68","-3.8","15.03","-17.81",".32","13.84","80.47","55.78","95","Industrial Products","Manufacturing - Electronics","13.84","4"
"Alpha and Omega Semiconductor","AOSL","1011.92","33.81","643141","10.09","-26.02","-22.15","45.58","57.71","5.92","-1.2","53.32","17.47","57","Computer and Technology","Electronics - Semiconductors","-15.51","3"
"APA","APA","12870.84","36.42","5017416","6.24","8.98","-10.58","69.73","37.58","-5.31","16.52","44.39","18.06","222","Oils-Energy","Oil and Gas - Exploration and Production - United States","17.38","4"
"Artisan Partners Asset Management","APAM","3104.18","38.52","937791","-1.71","10.56","2.88","31.66","-12.63","7.64","26.43","48.34","33.97","81","Finance","Financial - Investment Management","23.49","5"
"Air Products and Chemicals","APD","65532.7","294.29","1320822","-1.01","5.13","-1.92","76.15","10.09","-.52","22.98","314.19","230.76","91","Basic Materials","Chemical - Diversified ","16.91","3"
"American Public Education","APEI","883.79","48.18","347656","-5.86","-9.99","-17.15","61.38","17.78","3.89","6.13","60.86","28.03","95","Consumer Discretionary","Schools","6.13","1"
"APi Group","APG","17138.5","39.56","2770211","-3.11","-5.09","-13.47","37.56","-4.46","12.72","15.35","49.4","33.64","201","Business Services","Business - Services","3.85","3"
"Amphenol","APH","193675.81","157.43","6706522","2.8","-4.67","6.9","75.02","7.64","51.71","18.71","176.32","100.71","95","Computer and Technology","Electronics - Connectors","17.24","1"
