Company Name,Ticker,Market Cap (mil),Last Close,Avg Volume,% Price Change (1 Week),% Price Change (4 Weeks),% Price Change (12 Weeks),Price as a % of 52 Wk H-L Range,Relative Price Change (YTD),Sales Growth F(0)/F(-1),Operating Margin 12 Mo %,52 Week High,52 Week Low,Zacks Industry Rank,Sector,Industry,Net Margin %,Zacks Rank
"Affirm","AFRM","25298.24","75.54","3369939","-.12","-7.8","17.28","66.49","-10.39","39.66","9.63","92.18","42.53","101","Computer and Technology","Internet - Software","9.63","2"
"Aflac","AFL","61133.8","121.94","2146729","-3.76","-1.1","2.76","72.09","-2.36","-9.31","21.74","129.55","102.28","214","Finance","Insurance - Accident and Health","26.91","3"
"Agenus","AGEN","315.14","7","2552932","-10.49","14.38","121.52","76.49","96.83","10.37","89.19","8.3","2.77","152","Medical","Medical - Biomedical and Genetics","69.33","4"
"Agilent Technologies","A","42003.28","148.72","2016707","6.38","10.95","32.65","81.94","-3.5","6.73","22.83","157.2","110.24","148","Medical","Medical - Products","19.55","2"
"Agilon Health","AGL","1625.05","96.78","421077","2.84","-16.46","11.5","72.89","396.3","-2.11","-4.24","129.84","7.91","88","Medical","Medical Services","-3.92","3"
"Agios Pharmaceuticals","AGIO","1945.68","32.59","1223283","6.71","-19.63","15.53","44.28","5.71","48.03","-418.24","45.49","22.34","152","Medical","Medical - Biomedical and Genetics","-418.24","3"
"Agree Realty","ADC","9221.48","74.14","1292402","-3.6","-5.7","-2.15","33.5","-9.12","16.42","30.3","81.92","70.22","101","Finance","REIT and Equity Trust - Retail","28.84","3"
"Air Products and Chemicals","APD","68627.23","308.18","1108767","5.2","2.06","5.07","92.8","10.15","-.52","23.4","314.19","230.76","99","Basic Materials","Chemical - Diversified ","-.38","2"
"Airbnb","ABNB","111319.59","184.7","4581880","22.61","26.22","37.53","100","20.16","10.26","20.45","184.7","111.54","152","Consumer Discretionary","Leisure and Recreation Services","20.45","3"
"Airbus SE - Unsponsored ADR","EADSY","194993.84","61.79","543139","2.88","11.84","24.68","87.82","-5.81","10.85","7.71","64.09","45.2","59","Aerospace","Aerospace - Defense Equipment","7.71","3"
"Akamai Technologies","AKAM","16908.26","117.65","3774346","-.2","-5.98","-21.97","52","19.06","5.44","23.46","161.14","70.53","152","Computer and Technology","Internet - Services","9.51","4"
"Alamos Gold","AGI","13893.15","33.19","5086325","15.65","15","-17.64","26.03","-24.04","34.29","38.71","55.33","25.4","228","Basic Materials","Mining - Gold","52.64","4"
"Alarm.com","ALRM","2792.05","56.45","420110","1.64","8.06","28.81","84.09","-2.31","7.59","14.8","59.16","42.13","91","Industrial Products","Security and Safety Services","11.11","2"
"Alaska Air Group","ALK","5266.13","47.26","2988543","-5.88",".98","26.5","44.05","-17.04","21.34","-.82","63.86","34.19","163","Transportation","Transportation - Airline","-1.19","3"
"Albany International","AIN","1732.68","61.01","303788","-18.78","-15.12","-.26","56.18","6.25","-3.88","6.52","76.29","41.42","108","Industrial Products","Textile - Products","-4.18","3"
"Albemarle","ALB","15483.44","131.21","2432549","10.53","4.31","-25.34","42.01","-18.09","-4.37","14.73","215.62","70.06","99","Basic Materials","Chemical - Diversified ","3.09","3"
"Alcon","ALC","36418.6","73.63","2273528","4.87","6.71","11.61","41.32","-17.51","4.94","14.88","90.12","62.02","106","Medical","Medical - Instruments","5.92","3"
"Algonquin Power & Utilities","AQN","4356.77","5.66","3814722","-1.39","-1.05","-1.74","18.01","-18.74","4.92","9.82","6.98","5.37","151","Utilities","Utility - Electric Power","5.77","4"
"Alibaba","BABA","317179.66","132.32","10053085","3.94","17.77","-.71","39.68","-20.3","8.09","6.13","189.34","94.81","159","Retail-Wholesale","Internet - Commerce","10.31","3"
"Alight","ALIT","391.26","14.64","658551","-25.42","-29.75","-8.75","6.91","-66.86","-3","9.82","79.8","9.8","101","Computer and Technology","Internet - Software","-90.9","3"
"Align Technology","ALGN","12607.65","176.04","960235","1.82","-2.52","10.87","70.44","-.46",".9","19.3","197.51","124.88","34","Medical","Medical - Dental Supplies","9.99","3"
"Alignment Healthcare","ALHC","2858.46","13.78","5612603","-5.36","-32.39","-15.36","4.26","-38.4","46.06",".89","24.56","13.3","88","Medical","Medical Services",".89","3"
"Alkami Technology","ALKT","2098.2","19.62","1331617","4.36","10.97","15.48","42.13","-24.91","32.89","8.23","26.53","14.59","101","Computer and Technology","Internet - Software","-9.21","4"
"Alkermes","ALKS","8287.51","49.4","1757310","-.26","-4.76","32.83","79.72","55.89","-5.25","5.67","55.22","26.52","152","Medical","Medical - Biomedical and Genetics","3.96","3"
"Allegiant","ALGT","1650.88","89.54","467119","-13.47","-16.23","19.93","57.82","-7.29","3.74","4.62","119.16","48.94","163","Transportation","Transportation - Airline",".9","3"
"Allegion","ALLE","14076.14","165.53","1407669","2.64","21.39","28.85","73.69","-8.21","7.82","17","179.77","125.65","91","Industrial Products","Security and Safety Services","15.36","2"
"Allegro MicroSystems","ALGM","7914.63","42.46","2330244","2.26","-16.51","2.68","41.99","42.11","22.77","13.38","69.62","22.8","42","Computer and Technology","Electronics - Semiconductors","1.5","4"
"Alliance Resource Partners","ARLP","3189.45","24.79","340699","-5.09",".41","-2.4","34.88","-5.78","-10.37","14.77","28.99","22.54","65","Oils-Energy","Coal","12.25","2"
"Alliant Energy","LNT","17685.81","68.21","2596698","-4.29","-10.99","-5.38","31.85","-7.36","9.57","18.65","78.03","63.62","151","Utilities","Utility - Electric Power","18.45","2"
"Allied Gold Corporation","AAUC","2811.89","22.22","1085243","16.33","-1.07","-20.07","52.08","-14.25","82.35","13.81","32.01","11.58","228","Basic Materials","Mining - Gold","-4.19","3"
"Allison Transmission Holdings","ALSN","10282.62","124.52","884921","7.06","7.36","9.17","79.76","12.3","-6.67","16.46","136","79.27","166","Auto-Tires-Trucks","Automotive - Original Equipment","12.02","3"
"Allstate","ALL","68188.21","269.67","1685554","2.66","5.16","21.91","93.61","14.39","5.58","17.36","275.11","190","101","Finance","Insurance - Property and Casualty","18.97","3"
"Ally Financial","ALLY","13320.9","43.79","3363297","-.64","-2.95","3.99","69.35","-14.63","-3.26","17.86","47.25","35.96","76","Finance","Financial - Consumer Loans","16.75","4"
"Almonty Industries Inc.","ALM","3947.09","13.7","6672574","9.08","-8.76","-20.81","50","37.3","10.56","-49.16","23.42","3.98","187","Basic Materials","Mining - Miscellaneous","-262.29","2"
"Alnylam Pharmaceuticals","ALNY","29033.9","216.98","2202626","-1.52","-24.68","-24.2","4.02","-51.82","65.19","22.7","491.22","205.48","152","Medical","Medical - Biomedical and Genetics","15.26","3"
"Alpha and Omega Semiconductor","AOSL","1034.37","34.56","603384","9.82","-.37","-10.32","47.67","54.03","5.92","-1.2","53.32","17.47","42","Computer and Technology","Electronics - Semiconductors","-15.51","3"
"Alphabet","GOOG","4351923","355.84","21514792","-4.46","1.47","-9.48","78.59",".12","15.09","63.76","399.04","197.28","152","Computer and Technology","Internet - Services","54.77","3"
"Alphabet","GOOGL","4372469.5","357.52","32693428","-4.28","1.42","-9.93","78.12",".85","15.09","63.76","402.62","196.52","152","Computer and Technology","Internet - Services","54.77","3"
"Alphatec","ATEC","1465.74","9.49","2479191","-6.5","-2.57","17.31","15.93","-60.18","24.95","3.1","22.68","6.99","106","Medical","Medical - Instruments","-13.5","4"
"Altria Group","MO","109435.02","65.54","9218489","-3.98","-8.81","-11.1","53.56",".36","-3.08","45.6","74.92","54.72","235","Consumer Staples","Tobacco","33.99","3"
"Amazon.com","AMZN","2999566","278.09","50116808","-2.09","12.45","5","93.04","6.38","12.38","10.29","284.02","198.79","159","Retail-Wholesale","Internet - Commerce","17.44","1"
"Ambarella","AMBA","3598.95","82.04","2068025","-.77","13.94","4.01","71.25","2.25","37.15","7.13","95.51","48.65","42","Computer and Technology","Electronics - Semiconductors","-17.19","3"
"Ambiq Micro, Inc.","AMBQ","1366.34","63.92","507302","-1.53","-21.43","-10.4","60.78","98.03","-4.67","-25.35","90.48","22.76","42","Computer and Technology","Electronics - Semiconductors","-46.86","3"
"Amcor","AMCR","21781.11","47.11","3694324","2.37","11.03","25.66","75.02","-.25","10.04","7.67","50.58","36.69","177","Industrial Products","Containers - Paper and Packaging","3.06","4"
"Amdocs","DOX","6324.76","58.59","1387597","5.82","11.05","-5.92","22.05","-35.75","-9.43","16.85","89.41","49.87","107","Computer and Technology","Computers - IT Services","9.75","3"
"Amentum Holdings, Inc.","AMTM","5971.09","24.44","1734645","5.44","19.63","4.94","24.94","-25.59","71.59","4.22","37.53","20.09","152","Construction","Engineering - R and D Services","1.44","3"
"Amer Sports, Inc.","AS","20032.58","36.17","4215053","-.08","5.92","9.11","53.38","-14.5","26.68","8.74","41.96","29.54","93","Consumer Discretionary","Leisure and Recreation Products","6.5","3"
"Amerant Bancorp","AMTB","1123.57","28.67","474357","-3.37","11.86","27.37","86.24","29.75","11.65","18.25","30.58","16.7","69","Finance","Banks - Southeast","8.76","1"
"Ameren","AEE","29622.23","107","1581479","-2.28","-5.67","-.35","46.27","-5.39","15.43","16.88","118.32","97.25","151","Utilities","Utility - Electric Power","17.86","2"
"Ameresco","AMRC","1338.61","25.28","703757","11.22","6.44","-18.5","27.39","-23.79","9.16","1.63","43.23","18.51","156","Oils-Energy","Alternative Energy - Other","1.4","1"
"America Movil, S.A.B. de C.V. Unsponsored ADR","AMX","71789.45","23.89","2264580","-4.29","-8.22","-11.12","56.58","2.05","3.21","9.38","27.75","18.86","108","Computer and Technology","Wireless Non-US ","9.38","3"
"American Airlines","AAL","9929.55","15","94714160","-6.48","-8.03","21.36","60.48","-13.61",".78","-.3","18.15","10.18","163","Transportation","Transportation - Airline","-.56","3"
"American Assets Trust","AAT","1384.05","22.54","411170","-5.57","-10.34","7.03","59.08","5.13","-4.73","4.09","25.85","17.76","101","Finance","REIT and Equity Trust - Retail","4.09","2"
"American Eagle Outfitters","AEO","3069.94","18.32","4125869","2.52","14.29","23.28","38.35","-38.66","3.16","6.08","28.19","12.18","101","Retail-Wholesale","Retail - Apparel and Shoes","5.01","3"
"American Electric Power","AEP","66873.77","122.84","4142918","-4.27","-9.43","-3.79","50.85","-5.94","10.93","14.19","138.69","106.44","151","Utilities","Utility - Electric Power","13.78","3"
"American Express","AXP","228835.47","338.86","2970435","-1.7","-4.39","8.53","50.3","-19.13","9.52","15.07","384.89","292.27","156","Finance","Financial - Miscellaneous Services","15.07","3"
"American Financial Group","AFG","11929.91","143.87","386582","1.37",".36","5.11","80.27","-7.06","-1.8","12.06","148.71","124.18","101","Finance","Insurance - Property and Casualty","11.51","3"
"American Healthcare REIT, Inc.","AHR","10690.31","55.47","2231209",".63","2.06","10.74","87.4","4.07","9.15","4.85","57.72","39.86","88","Finance","REIT and Equity Trust - Other","4.84","2"
"American Homes 4 Rent","AMH","12307.13","34.13","2225032","-1.1",".98","7.02","79.98","-6.12","7.03","25.53","35.82","27.38","76","Finance","REIT and Equity Trust - Residential","25.53","3"
"American International Group","AIG","40581.74","77.61","3431693","-1.5","-2.87","-.96","38.91","-19.9","-1.75","16.07","86.59","71.89","93","Finance","Insurance - Multi line","11.13","3"
"American Public Education","APEI","869.3","47.39","368812","-10.84","-19.77","-12.92","58.97","10.69","3.89","6.84","60.86","28.03","79","Consumer Discretionary","Schools","6.84","2"
"American Superconductor","AMSC","1501.22","30.99","811347","0","-9.33","-38.21","12.37","-4.93","34.26","48.04","66.68","25.95","47","Computer and Technology","Electronics - Miscellaneous Components","42.56","3"
"American Tower","AMT","78798.51","169.11","3141321","-2.25","-.23","-4.61","14.06","-14.96","5.11","31.08","211.88","162.11","88","Finance","REIT and Equity Trust - Other","31.08","2"
"American Water Works","AWK","26917.84","135.45","2303802","3.16","2.98","8.51","57.12","-8.36","9.74","21.46","146.2","121.13","214","Utilities","Utility - Water Supply","21.35","3"
"Americas Gold and Silver","USAS","1733.78","5.13","4501718","25.43","26.98","-11.7","37.56","-11.36","17.71","-2.41","10.03","2.18","187","Basic Materials","Mining - Miscellaneous","-36.1","4"
"Americold Realty Trust","COLD","4165.16","14.59","4187173","3.4","-7.01",".69","72.92",".17","-2.43","-17.44","16.25","10.12","88","Finance","REIT and Equity Trust - Other","-17.44","3"
"Ameriprise Financial","AMP","50120.32","557.53","550347",".99","7.58","18.33","97.32",".39","7.04","21.38","561.03","430.4","68","Finance","Financial - Investment Management","20.24","1"
"Ameris Bancorp","ABCB","5876.58","87.57","483188","-.7","-2.51","4.75","79.37","4.1","-.36","34.33","93.17","66.02","69","Finance","Banks - Southeast","21.98","4"
"Amgen","AMGN","225551.69","417.2","2709309","10.12","15.74","28.61","100","12.54","9.95","31.9","417.2","271.18","152","Medical","Medical - Biomedical and Genetics","22.95","3"
"Amkor Technology","AMKR","13135.68","52.87","6217916","3.99","-19.97","-19.94","42.44","18.24","6.18","7.45","93.55","22.87","42","Computer and Technology","Electronics - Semiconductors","7.45","1"
"Amneal Pharmaceuticals","AMRX","5704.13","17.88","1799446","-5.15","4.07","50","88.8","25.29","8.05","9.98","19.1","8.21","148","Medical","Medical - Drugs","5.05","1"
"Amphenol","APH","206771.31","167.7","7021215","2.67","7.51","37.78","87.28","9.57","51.71","19.17","176.32","108.55","7","Computer and Technology","Electronics - Connectors","17.73","1"
"Amplitude","AMPL","1234.38","12.19","2114629","28.05","30.24","91.97","94.13","-7.06","14.68","1.25","12.6","5.61","161","Business Services","Technology Services","-26.59","3"
"Amprius Technologies, Inc.","AMPX","1672.62","11.81","6335739","16.7","6.59","-25.58","31.35","32.16","202.11","-12.78","22.91","6.74","161","Business Services","Technology Services","-35.16","3"
"Amrize Ltd","AMRZ","25602.17","46.29","3333046","-9.38","-5.72","-6.75","0","-24.43",".95","10.92","65.86","46.29","108","Construction","Building Products - Miscellaneous","9.89","4"
"Amtech Systems","ASYS","264.2","15.09","371997","-3.89","-16.21","-24.61","54.03","6.16","-21.59","6.92","23.99","4.63","34","Computer and Technology","Semiconductor - General","4.9","3"
"Analog Devices","ADI","187004.89","383.925","3942237","6.09","-.54","-8.28","72.32","24.99","16.89","38.18","445.48","223.12","24","Computer and Technology","Semiconductor - Analog and Mixed","26.01","2"
"AnaptysBio","ANAB","1642.38","55.47","685931","3.37","-20.54","-5.57","70.98","1.02","157.01","-11.53","70.22","19.4","152","Medical","Medical - Biomedical and Genetics","-11.53","3"
"AngioDynamics","ANGO","650.98","15.75","607375","3.82","23.29","42.28","100","8.3","9.46","-3.13","15.75","8.45","106","Medical","Medical - Instruments","-11.48","4"
"AnheuserBusch InBev","BUD","167778.81","83.09","1756699","-1.14","4.74","2.18","88.13","14.56","-.75","13.05","86.48","57.93","197","Consumer Staples","Beverages - Alcohol","14.9","2"
"Annaly Capital Management","NLY","17267.6","22.91","7737865",".57","1.69","6.31","64.44","-9.53","23.12","144.68","24.4","20.21","196","Finance","REIT and Equity Trust","43.66","2"
