Company Name,Ticker,Market Cap (mil),Last Close,Avg Volume,% Price Change (1 Week),% Price Change (4 Weeks),% Price Change (12 Weeks),Price as a % of 52 Wk H-L Range,Relative Price Change (YTD),Sales Growth F(0)/F(-1),Operating Margin 12 Mo %,52 Week High,52 Week Low,Zacks Industry Rank,Sector,Industry,Net Margin %,Zacks Rank
"Agenus","AGEN","344.85","7.66","1369016","2.27","-3.16","125.63","87.48","120.24","10.37","89.19","8.36","2.77","160","Medical","Medical - Biomedical and Genetics","69.33","4"
"Agilent Technologies","A","43449.34","153.84","1976986","-1.57","10.91","11.18","89.42","2.62","6.73","23.33","159","110.24","91","Medical","Medical - Products","19.53","3"
"Agilon Health","AGL","1553.84","92.54","360006","-.2","-4.35","-2.82","69.41","384.35","-2.11","-4.24","129.84","7.91","87","Medical","Medical Services","-3.92","2"
"Agios Pharmaceuticals","AGIO","1989.27","33.32","1073927","-.92","1.74","15.73","47.43","11.51","48.03","-418.24","45.49","22.34","160","Medical","Medical - Biomedical and Genetics","-418.24","3"
"Agnico Eagle Mines","AEM","104548.75","206.25","3557563","-2.73","36.82","16.69","60.35","12.52","43.71","39.12","252.19","136.34","232","Basic Materials","Mining - Gold","40.44","4"
"Agree Realty","ADC","9104.54","73.2","1572928","-1.68","-6.64","1.34","25.47","-10.02","16.42","30.3","81.92","70.22","169","Finance","REIT and Equity Trust - Retail","28.84","3"
"Air Products and Chemicals","APD","68607.33","308.09","956225","2.58","2.63","8.92","92.69","9.5","-.52","23.4","314.19","230.76","87","Basic Materials","Chemical - Diversified ","-.38","3"
"Airbnb","ABNB","113428.03","189.43","5492539","2.39","24.56","41.66","98.64","20.31","10.26","20.45","190.5","111.54","177","Consumer Discretionary","Leisure and Recreation Services","20.45","3"
"Airbus SE - Unsponsored ADR","EADSY","185715.94","58.85","466478","-.99","-.44","14.94","72.26","-9.63","10.85","7.71","64.09","45.2","37","Aerospace","Aerospace - Defense Equipment","7.71","3"
"Akamai Technologies","AKAM","15445.27","107.47","3581483","-2.38","-5.52","-32.4","39.81","12.89","5.44","23.46","161.14","71.97","171","Computer and Technology","Internet - Services","9.51","3"
"Alamos Gold","AGI","15383.33","36.75","4886786",".16","29.4","-4.82","32.44","-13.06","34.29","38.71","55.33","27.83","232","Basic Materials","Mining - Gold","52.64","3"
"Alarm.com","ALRM","2842.52","57.47","366790",".72","5.99","27.74","92.3","-.03","7.59","14.8","58.75","42.13","61","Industrial Products","Security and Safety Services","11.11","1"
"Alaska Air Group","ALK","4715.68","42.32","2325451","5.33","-10.41","-.87","27.4","-25.71","21.34","-.82","63.86","34.19","177","Transportation","Transportation - Airline","-1.19","3"
"Albany International","AIN","1657.14","58.35","342249","-.92","-21.28","-15.05","48.55","3.39","-3.88","6.52","76.29","41.42","222","Industrial Products","Textile - Products","-4.18","3"
"Albemarle","ALB","16209.17","137.36","2235902","2.36","16.64","-17.08","45.29","-15","-4.37","14.73","215.62","72.58","87","Basic Materials","Chemical - Diversified ","3.09","3"
"Alcoa","AA","13279.9","50.32","5143404","-.45","11.9","-35.5","36.68","-14.7","7.87","9.29","83.79","30.93","189","Industrial Products","Metal Products - Distribution","9.48","4"
"Alcon","ALC","35617.3","72.01","1748742","-1.26","3.45","8.16","39.71","-18.85","4.94","14.88","87.18","62.02","100","Medical","Medical - Instruments","5.92","3"
"Alexandria Real Estate Equities","ARE","8985.97","51.57","2223539","-2.59","-1.75","-2.92","23.72","-5.41","-2.88","-36.08","87.45","40.41","80","Finance","REIT and Equity Trust - Other","-36.08","3"
"Algonquin Power & Utilities","AQN","4357.11","5.66","3619648","-2.75","-5.35","-4.71","18.01","-18.22","4.92","9.82","6.98","5.37","160","Utilities","Utility - Electric Power","5.77","3"
"Alibaba","BABA","284988.31","118.9","13455877","-8.91","2.22","-5.6","25.48","-29.74","8.09","4.78","189.34","94.81","101","Retail-Wholesale","Internet - Commerce","7","3"
"Alight","ALIT","377.68","14.02","567130","4.55","-23.26","-5.44","6.13","-67.74","-3","9.82","78.6","9.8","75","Computer and Technology","Internet - Software","-90.9","3"
"Align Technology","ALGN","11285.56","157.58","857725","-.86","-9.13","-6.36","45.02","-9.93",".9","19.3","197.51","124.88","77","Medical","Medical - Dental Supplies","9.99","3"
"Alignment Healthcare","ALHC","2825.26","13.62","6033224","5.34","-26.81","-9.62","7.13","-39.21","46.06",".89","24.56","12.78","87","Medical","Medical Services",".89","3"
"Alkami Technology","ALKT","2162.37","20.22","1270491","1.56","13.53","24.97","47.15","-21.89","32.89","8.23","26.53","14.59","75","Computer and Technology","Internet - Software","-9.21","4"
"Alkermes","ALKS","7953.64","47.41","1367565","-1.27","-5.24","9.29","72.79","54.75","-5.25","5.67","55.22","26.52","160","Medical","Medical - Biomedical and Genetics","3.96","3"
"Allegiant","ALGT","2158.06","78.94","555552","3.31","-20.27","-6.55","34.21","-16.6","3.74","4.62","119.16","58.03","177","Transportation","Transportation - Airline",".9","3"
"Allegion","ALLE","13391.63","157.48","1072714","-2.62",".27","20.81","58.81","-11.18","7.82","17","179.77","125.65","61","Industrial Products","Security and Safety Services","15.36","2"
"Allegro MicroSystems","ALGM","6667.6","35.77","2045821","-3.82","-13.7","-33.29","27.7","26.17","22.77","13.38","69.62","22.8","40","Computer and Technology","Electronics - Semiconductors","1.5","4"
"Alliance Laundry Holdings Inc.","ALH","4617.4","23.23","1905240",".22","-11.4","-6.86","46.59","1.12","13.31","13.7","28.01","19.06","201","Retail-Wholesale","Retail - Home Furnishings","10.08","2"
"Alliance Resource Partners","ARLP","3368.29","26.18","387252",".42","-.04",".69","56.43",".4","-10.37","14.77","28.99","22.54","81","Oils-Energy","Coal","12.25","2"
"Alliant Energy","LNT","17639.16","68.03","2447922","-2.06","-4.03","-4.71","30.6","-7.1","9.57","18.65","78.03","63.62","160","Utilities","Utility - Electric Power","18.45","3"
"Allied Gold Corporation","AAUC","3255.17","23.36","896143","1.92","30.94","-11.41","52.37","-6.69","82.35","13.81","32.01","13.85","232","Basic Materials","Mining - Gold","-4.19","3"
"Allison Transmission Holdings","ALSN","10431.25","126.32","845980","-2.17","9.42","6.71","82.94","16.82","-6.67","16.46","136","79.27","196","Auto-Tires-Trucks","Automotive - Original Equipment","12.02","3"
"Allstate","ALL","65889.73","260.58","1712043","2.37","-1.81","23.59","82.93","9.59","5.58","17.36","275.11","190","62","Finance","Insurance - Property and Casualty","18.97","1"
"Ally Financial","ALLY","12831.16","42.18","2792735","-.26","-2.99","-.54","55.09","-16.44","-3.26","17.86","47.25","35.96","49","Finance","Financial - Consumer Loans","16.75","3"
"Almonty Industries Inc.","ALM","5197.49","18.04","7102512","1.98","54.58","-12.77","72.1","89.86","10.56","38.43","23.42","4.14","201","Basic Materials","Mining - Miscellaneous","125.89","3"
"Alnylam Pharmaceuticals","ALNY","31726.12","237.1","1996040","3.4","15.39","-21.91","11.07","-47.32","65.19","22.7","491.22","205.48","160","Medical","Medical - Biomedical and Genetics","15.26","3"
"Alpha and Omega Semiconductor","AOSL","737.18","24.63","593994","-6.06","-20.83","-50.99","19.97","17.24","-2.48","-1.92","53.32","17.47","40","Computer and Technology","Electronics - Semiconductors","-6.23","2"
"Alphabet","GOOG","4193422.5","342.88","17261470","1.38","2.76","-7.15","70.61","-4.71","15.09","63.76","399.04","207.95","171","Computer and Technology","Internet - Services","54.77","3"
"Alphabet","GOOGL","4238795.5","346.59","25457450","1.74","3.88","-6.88","71.34","-3.63","15.09","63.76","402.62","207.14","171","Computer and Technology","Internet - Services","54.77","3"
"Alphatec","ATEC","1458.02","9.44","2196622","1.61","-2.28","19.19","15.62","-59.73","24.95","3.1","22.68","6.99","100","Medical","Medical - Instruments","-13.5","3"
"Altria Group","MO","114627.93","68.65","9627386","2.55","1.05","-2.76","68.96","3.92","-3.08","45.6","74.92","54.72","236","Consumer Staples","Tobacco","33.99","3"
"Amazon.com","AMZN","2873797.5","266.43","42214088","2.43","13.13","4.98","79.36","-1.69","12.38","10.29","284.02","198.79","101","Retail-Wholesale","Internet - Commerce","17.44","2"
"Ambarella","AMBA","3098.4","70.63","1496807","-2.51","-4.67","-1.97","46.91","-11.05","37.15","7.13","95.51","48.65","40","Computer and Technology","Electronics - Semiconductors","-17.19","3"
"Ambiq Micro, Inc.","AMBQ","1386.77","57.34","418703","-.83","-9.32","-32.54","51.06","86.69","-4.67","-17.02","90.48","22.76","40","Computer and Technology","Electronics - Semiconductors","-37.77","2"
"Amcor","AMCR","21577.69","46.67","3979472","-2.38","3.37","23.99","71.85","-1.22","56.61","7.93","50.58","36.69","189","Industrial Products","Containers - Paper and Packaging","4.71","3"
"Amdocs","DOX","6791.13","62.91","1190781","3.3","13.8","3.4","35","-31.04","-9.43","16.85","87.13","49.87","81","Computer and Technology","Computers - IT Services","9.75","3"
"Amentum Holdings, Inc.","AMTM","4965.92","20.31","2594396","-1.46","-6.53","-12.8","1.43","-37.62","71.59","4.22","37.53","20.06","166","Construction","Engineering - R and D Services","1.44","3"
"Amer Sports, Inc.","AS","17196.89","31.05","7070829","-4.55","-13.99","-9.97","12.16","-27.65","26.68","9.49","41.96","29.54","87","Consumer Discretionary","Leisure and Recreation Products","7.35","3"
"Amerant Bancorp","AMTB","1130.24","28.84","340713","1.41","-2.6","27.95","87.46","30.8","11.65","18.25","30.58","16.7","81","Finance","Banks - Southeast","8.76","1"
"Ameren","AEE","29378.58","106.12","1537926","-2.45","-2.42","-.81","42.1","-5.34","15.43","16.88","118.32","97.25","160","Utilities","Utility - Electric Power","17.86","3"
"Ameresco","AMRC","1166.92","21.99","858442","-.9","6.44","-32.81","14.08","-30.74","9.16","1.63","43.23","18.51","153","Oils-Energy","Alternative Energy - Other","1.4","3"
"America Movil, S.A.B. de C.V. Unsponsored ADR","AMX","69655.9","23.18","3061970","-.9","-8.45","-8.52","44.61",".67","3.21","9.38","27.75","19.5","205","Computer and Technology","Wireless Non-US ","9.38","3"
"American Airlines","AAL","9029.27","13.64","55404520",".89","-11.6","2.56","43.41","-20.75",".78","-.3","18.15","10.18","177","Transportation","Transportation - Airline","-.56","3"
"American Assets Trust","AAT","1377.29","22.43","405640","-1.75","-6.66","-5.99","57.73","5.25","-4.73","4.09","25.85","17.76","169","Finance","REIT and Equity Trust - Retail","4.09","3"
"American Eagle Outfitters","AEO","2826.96","16.87","4513988","5.44","-2.54","1.26","29.29","-43.96","3.16","6.08","28.19","12.18","75","Retail-Wholesale","Retail - Apparel and Shoes","5.01","2"
"American Electric Power","AEP","66585.2","122.31","3715746","-2.7","-4.28","-4.29","49.21","-5.77","10.93","14.19","138.69","106.44","160","Utilities","Utility - Electric Power","13.78","3"
"American Express","AXP","225013.3","333.2","2336257",".62","-1.28","6.61","44.19","-20.02","9.52","15.07","384.89","292.27","153","Finance","Financial - Miscellaneous Services","15.07","3"
"American Financial Group","AFG","11909.11","143.62","350303","-.02","1.35","11.71","79.25","-7.61","-1.8","12.06","148.71","124.18","62","Finance","Insurance - Property and Casualty","11.51","3"
"American Healthcare REIT, Inc.","AHR","12105.48","55.53","3064575","-.43","-.36","19.75","87.51","6.27","9.15","4.85","57.72","40.18","80","Finance","REIT and Equity Trust - Other","4.84","2"
"American Homes 4 Rent","AMH","12094.39","33.54","2117438","-2.41",".99","1.88","72.99","-7.76","7.03","25.53","35.82","27.38","101","Finance","REIT and Equity Trust - Residential","25.53","2"
"American International Group","AIG","40226.16","76.93","2986600","1.56","-2.48","4.75","34.29","-20.69","-1.75","16.07","86.59","71.89","93","Finance","Insurance - Multi line","11.13","3"
"American Public Education","APEI","842.08","46.01","323883","3.66","-7.29","-13.17","51.6","7.99","3.89","6.84","60.86","30.18","170","Consumer Discretionary","Schools","6.84","3"
"American Superconductor","AMSC","1380.11","28.49","679634","-5.19","-3.26","-38.6","6.24","-8.19","34.26","48.04","66.68","25.95","41","Computer and Technology","Electronics - Miscellaneous Components","42.56","4"
"American Tower","AMT","82116.13","176.23","2239147",".29","1.01","-9.12","31.14","-12.17","5.11","31.08","207.45","162.11","80","Finance","REIT and Equity Trust - Other","31.08","3"
"American Water Works","AWK","27484.22","138.3","2250943",".79","1.09","13.13","70.66","-7.25","9.74","21.46","145.43","121.13","173","Utilities","Utility - Water Supply","21.35","3"
"Americold Realty Trust","COLD","4285.07","15.01","3414450","-.07","3.8",".27","79.77","3.49","-2.43","-17.44","16.25","10.12","80","Finance","REIT and Equity Trust - Other","-17.44","3"
"Ameriprise Financial","AMP","50281.19","559.32","388316","2.24","2.73","22.9","91.9",".36","7.04","21.38","570.68","430.4","71","Finance","Financial - Investment Management","20.24","2"
"Ameris Bancorp","ABCB","5743.69","85.59","314698","-.62","-2.26",".54","68.1","1.82","-.36","34.33","93.17","69.41","81","Finance","Banks - Southeast","21.98","3"
"Amgen","AMGN","233780.11","432.42","2586745","-.3","11.55","25.12","93.39","18.22","9.95","31.9","443.84","271.18","160","Medical","Medical - Biomedical and Genetics","22.95","3"
"Amkor Technology","AMKR","11895.88","47.88","4386068","-5.86","-.79","-35.14","34.52","16.04","6.18","7.45","93.55","23.8","40","Computer and Technology","Electronics - Semiconductors","7.45","1"
"Amneal Pharmaceuticals","AMRX","5601.47","17.54","1737208","-2.01","-5.19","29.73","83.98","26.57","8.05","9.98","19.1","9.36","149","Medical","Medical - Drugs","5.05","3"
"Amphastar Pharmaceuticals","AMPH","936.26","22.01","452756","1.52","8","17.7","36.87","-27.66","-1.65","19.05","30.81","16.87","163","Medical","Medical - Generic Drugs","10.76","3"
"Amphenol","APH","194490.75","157.74","5947225","3.02","-1.3","7.47","72.46","5.74","51.71","19.17","176.32","108.86","9","Computer and Technology","Electronics - Connectors","17.73","1"
"Amplitude","AMPL","1448.05","14.3","2225177","10.6","66.09","84.52","100","9.19","14.68","1.25","14.3","5.61","153","Business Services","Technology Services","-26.59","3"
"Amprius Technologies, Inc.","AMPX","1400.69","9.89","5883488","-3.04","4.44","-56.12","18.52","17.95","202.11","-12.78","22.91","6.93","153","Business Services","Technology Services","-35.16","3"
"Amtech Systems","ASYS","263.67","15.06","475774","3.01","1.83","-31.26","50.91","11.69","-21.59","6.92","23.99","5.8","25","Computer and Technology","Semiconductor - General","4.9","2"
