Company Name,Ticker,Market Cap (mil),Last Close,Avg Volume,% Price Change (1 Week),% Price Change (4 Weeks),% Price Change (12 Weeks),Price as a % of 52 Wk H-L Range,Relative Price Change (YTD),Sales Growth F(0)/F(-1),Operating Margin 12 Mo %,52 Week High,52 Week Low,Zacks Industry Rank,Sector,Industry,Net Margin %,Zacks Rank
"Accelerant Holdings","ARX","2675.15","12.29","2390909","-1.13","-6.2","-2.15","14.02","-33.54","51.49","26.6","30.05","9.36","96","Finance","Insurance - Brokerage","-135.47","2"
"Accenture","ACN","114015.34","171.11","7849453","-1.41","24.45","6.95","28.21","-43.6","7.36","11.72","288.54","124.44","156","Computer and Technology","Computers - IT Services","10.66","4"
"Aclaris Therapeutics","ACRS","888.26","6.09","2048407","24.22","15.43","24.95","100","87.28","-58.19","-832.58","6.36","1.55","151","Medical","Medical - Drugs","-832.58","3"
"Acuity, Inc.","AYI","10749.26","357","304456","7.59","8.89","26.5","85.19","-11.61","13.14","13.16","376.69","257.79","163","Business Services","Technology Services","10.25","3"
"Acuren Corporation","TIC","1808.13","8.68","2147113","13.77","3.15","-8.5","20.63","-28.29","39.45","-2.82","14.49","6.54","163","Business Services","Technology Services","-5.77","3"
"Adamas Trust, Inc.","ADAM","848.47","9.52","865148","9.13","5.12","5.59","97.62","14.61","50.01","73.83","9.51","6.57","183","Finance","REIT and Equity Trust","29.82","1"
"AdaptHealth","AHCO","882.77","6.045","2402755","-39.81","-34.99","-39.92","0","-42.2","-.49","2.16","13.38","6.49","163","Medical","Medical - Products","-7.07","3"
"Adaptive Biotechnologies","ADPT","3926.06","23.6","2786955","9.04","22.02","87.36","100","34.26","54.77","-24.02","24.6","10.91","109","Medical","Medical - Biomedical and Genetics","-20.73","3"
"Adecoagro","AGRO","1324.54","9.36","695751","-4.33","-8.92","-31.94","26.6","3.83","-6","-2.59","15.25","7.13","96","Consumer Staples","Agriculture - Operations",".95","3"
"Adient","ADNT","1609.04","18.85","935959","-4.91","10.8","-6.85","29.28","-5.13","-1.04",".98","27.09","17.8","170","Auto-Tires-Trucks","Automotive - Original Equipment",".32","3"
"Adobe","ADBE","103079.7","260.24","5421872","-1.56","17.37","9.85","37.87","-34.33","10.53","37.44","367.46","193.41","87","Computer and Technology","Computer - Software","28.69","3"
"Advance Auto Parts","AAP","3597.72","57.92","1553867","1.97","8.15","20.95","81.94","34.37","-5.42","2.28","64.17","38.75","81","Retail-Wholesale","Automotive - Retail and Wholesale - Parts",".51","3"
"Advanced Drainage Systems","WMS","11465.38","148.45","630019","8.16","3.13","8.45","58.63","-8.46","5.03","16.09","175.38","113.04","157","Construction","Building Products - Miscellaneous","13.98","3"
"Advanced Energy Industries","AEIS","13185.81","323.91","758333","30.4","12.12","-2.94","76.02","39.37","21.37","16.54","389.05","139.58","6","Computer and Technology","Semiconductor Equipment - Wafer Fabrication","10.77","1"
"Advanced Micro Devices","AMD","786031","489.28","29844636","12.22","-6.83","8.2","77","99.5","34.34","23.02","580.91","151.14","21","Computer and Technology","Computer - Integrated Systems","15.58","1"
"Aebi Schmidt Holding AG","AEBI","1015.33","12.93","310896",".08","14.91","21.63","60.6","-8.22","40.58",".48","15.61","9.24","89","Auto-Tires-Trucks","Automotive - Domestic",".48","3"
"Aehr Test Systems","AEHR","3222.25","99.74","3449742","51.04","45.5","-4.33","82.06","333.63","-15.21","1.82","116.58","17.38","19","Computer and Technology","Electronics - Measuring Instruments","-14.25","2"
"Aercap","AER","25887.56","155.24","1028195","4.37","4.16","8.57","100","-4.36","6.5","35.97","155.13","108.1","171","Transportation","Transportation - Equipment and Leasing","37.85","1"
"AeroVironment","AVAV","8505.19","171.12","1363867","18.25","6.52","4.39","11.49","-38.42","140.89","8.18","409.83","136.68","74","Aerospace","Aerospace - Defense Equipment","-9","3"
"Aeva Technologies","AEVA","1236.23","25.26","1382657","40.17","-8.79","-3.21","51.84","30.88","99.44","-477.41","29.29","9.19","170","Auto-Tires-Trucks","Automotive - Original Equipment","-150.12","4"
"Affirm","AFRM","26279.49","76.58","3443757","11.92","-3.46","23.52","72.39","-6.56","39.66","9.63","92.18","42.53","107","Computer and Technology","Internet - Software","9.63","2"
"Aflac","AFL","63908.14","126.66","1968277","-2.42","3.39","8.73","87.13",".92","-9.31","21.77","129.55","98.56","203","Finance","Insurance - Accident and Health","25.6","3"
"Agenus","AGEN","348.17","7.49","11062734","17.34","139.38","124.21","90.6","119.6","10.37","71.76","8.3","2.77","109","Medical","Medical - Biomedical and Genetics","50.49","3"
"Agilent Technologies","A","39853.97","141.34","2115313",".58","9.33","25.16","65.74","-8.09","6.73","22.83","157.2","110.24","163","Medical","Medical - Products","19.55","2"
"Agilon Health","AGL","1799.35","86.83","363649","16.39","-3.52","49.77","81.96","455.19","-2.11","-4.24","129.84","7.91","105","Medical","Medical Services","-3.92","3"
"Agios Pharmaceuticals","AGIO","1893.74","31.95","1158706","-9.4","-25.82","10.25","40.52","3.28","48.03","-418.24","45.49","22.34","109","Medical","Medical - Biomedical and Genetics","-418.24","3"
"Agree Realty","ADC","9462.78","76.35","1257932","-5.36","-2.36","1.22","50.08","-6.39","16.42","30.3","81.92","70.22","76","Finance","REIT and Equity Trust - Retail","28.84","3"
"Air Canada","ACDVF","5307.68","18.81","338734","5","8.36","35.95","100","19.73","-1.43","2.63","18.95","12.07","160","Transportation","Transportation - Airline","3.45","3"
"Air Products and Chemicals","APD","65712.27","299.92","1161529",".28","-.56","-3.63","77.11","5.88","-.52","23.4","314.19","230.76","96","Basic Materials","Chemical - Diversified ","-.38","2"
"Airbnb","ABNB","91906.48","151.64","3509810","-.34","6.67","14.68","98.51","-.42","10.26","19.9","153.11","111.54","160","Consumer Discretionary","Leisure and Recreation Services","19.9","3"
"Airbus SE - Unsponsored ADR","EADSY","195498.77","61.24","535801","6.79","9.94","22.02","88.67","-5.2","10.85","7.71","64.09","45.2","74","Aerospace","Aerospace - Defense Equipment","7.71","3"
"Akamai Technologies","AKAM","17776.28","118.55","3313001","13.84","-3.4","-24.12","57.1","24.21","5.44","24.13","161.14","70.53","163","Computer and Technology","Internet - Services","10.2","3"
"Alamos Gold","AGI","13089.28","31.1","4707697","9.41","6.98","-28.36","19.61","-28.16","34.29","38.71","55.33","25.4","233","Basic Materials","Mining - Gold","52.64","4"
"Alarm.com","ALRM","2802.44","56.29","418691","1.74","11.12","33.82","85.32","-1.57","7.59","14.46","59.16","42.13","109","Industrial Products","Security and Safety Services","12.36","2"
"Alaska Air Group","ALK","5799.88","50.69","3072208","13.55","9.51","34.98","60.19","-8.28","21.34","-.82","63.86","34.19","160","Transportation","Transportation - Airline","-1.19","3"
"Albemarle","ALB","14015.35","125.42","2171755","4.36","-8.15","-40.86","34.75","-25.53","-4.37","14.73","215.62","67.3","96","Basic Materials","Chemical - Diversified ","3.09","3"
"Alcon","ALC","34905.07","69.54","2153960","1.32","6.02","11.24","30.43","-20.64","4.94","14.89","90.12","62.02","154","Medical","Medical - Instruments","7.7","3"
"Algonquin Power & Utilities","AQN","4441.44","5.75","3639282","-3.19","1.41","-2.37","24.84","-16.85","4.92","10.05","6.98","5.37","175","Utilities","Utility - Electric Power","6.62","4"
"Alibaba","BABA","308094.75","126.81","11024162","11.74","17.94","-11.85","35.67","-22.28","8.09","6.13","189.34","94.81","109","Retail-Wholesale","Internet - Commerce","10.31","3"
"Alight","ALIT","385.64","15.59","686208","-28.88","-28.32","-8.84","4.99","-67.21","-3","9.82","102.6","9.8","107","Computer and Technology","Internet - Software","-90.9","3"
"Align Technology","ALGN","12521","169.08","961946","-2.92",".09","8.09","68.77","-.77",".9","19.3","197.51","124.88","37","Medical","Medical - Dental Supplies","9.99","3"
"Alignment Healthcare","ALHC","2837.71","13.38","5407419","-25.21","-31.7","-25.12","3.37","-38.61","46.06",".89","24.56","13.3","105","Medical","Medical Services",".89","3"
"Alkami Technology","ALKT","2011.58","19.69","1221418","2.62","6.33","13.52","35.34","-27.74","32.89","8.23","26.53","14.59","107","Computer and Technology","Internet - Software","-9.21","4"
"Alkermes","ALKS","8322.74","48.37","1793035","2.63","-8.62","27.5","80.45","57.15","-5.25","5.67","55.22","26.52","109","Medical","Medical - Biomedical and Genetics","3.96","3"
"Allegiant","ALGT","1917.29","97.165","452641","8.67","-3.94","38.27","78.5","8.09","3.74","4.65","119.16","48.59","160","Transportation","Transportation - Airline",".9","3"
"Allegion","ALLE","14335.5","168.7","1445415","6.38","24.88","29.04","79.32","-6.16","7.82","17","179.77","125.65","109","Industrial Products","Security and Safety Services","15.36","2"
"Allegro MicroSystems","ALGM","7791.6","42.455","2501681","-.97","-18.78","-9.07","40.58","40.44","22.77","13.38","69.62","22.8","50","Computer and Technology","Electronics - Semiconductors","1.5","4"
"Alliant Energy","LNT","18201.79","69.52","2518172","-2.5","-8.08","-2.9","45.66","-4.29","9.57","18.65","78.03","63.62","175","Utilities","Utility - Electric Power","18.45","2"
"Allied Gold Corporation","AAUC","2490.46","20.67","1007447","15.56","-13.15","-33.31","39.65","-23.76","82.35","13.81","32.01","11.58","233","Basic Materials","Mining - Gold","-4.19","3"
"Allison Transmission Holdings","ALSN","9797.23","116.24","882530","3.03","5.71","-3.54","68.5","6.95","-6.67","16.46","136","79.27","170","Auto-Tires-Trucks","Automotive - Original Equipment","12.02","3"
"Allstate","ALL","68111","275.11","1575705","-3.57","5.34","22.76","88.39","12.66","5.58","17.36","274.39","190","151","Finance","Insurance - Property and Casualty","18.97","3"
"Ally Financial","ALLY","13609.89","44.06","3197880","4.17",".58","7.26","77.77","-12.45","-3.26","17.86","47.25","35.96","66","Finance","Financial - Consumer Loans","16.75","4"
"Almonty Industries Inc.","ALM","3834.73","13.42","6612379","21.55","-10.97","-31.85","47.99","33.9","10.56","-49.16","23.42","3.98","192","Basic Materials","Mining - Miscellaneous","-262.29","2"
"Alnylam Pharmaceuticals","ALNY","30604.82","216.12","2486153","-20.2","-29.3","-21.53","8.13","-49.02","65.19","22.7","491.22","205.48","109","Medical","Medical - Biomedical and Genetics","15.26","3"
"Alpha and Omega Semiconductor","AOSL","973.91","33.33","599963","17.47","-12.93","-21.76","42.04","45.59","5.92","-1.2","53.32","17.47","50","Computer and Technology","Electronics - Semiconductors","-15.51","3"
"Alphabet","GOOG","4404390","356.62","21294786","7.26",".4","-9.75","80.9","1.72","15.09","63.76","399.04","195.32","163","Computer and Technology","Internet - Services","54.77","3"
"Alphabet","GOOGL","4432519","357.75","32427924","7.64",".14","-9.98","80.67","2.63","15.09","63.76","402.62","194.67","163","Computer and Technology","Internet - Services","54.77","3"
"Alphatec","ATEC","1478.1","9.21","2327546","-.83","3.91","26.75","16.44","-59.69","24.95","3.1","22.68","6.99","154","Medical","Medical - Instruments","-13.5","3"
"Altria Group","MO","114277.27","67.75","8562220","-8.65","-6","-4.33","67.92","5.2","-3.08","45.6","74.92","54.72","218","Consumer Staples","Tobacco","33.99","3"
"Amazon.com","AMZN","2940888.25","272.26","50322588","20.3","11.92",".93","86.66","4.69","12.38","10.29","284.02","198.79","109","Retail-Wholesale","Internet - Commerce","17.44","1"
"Ambarella","AMBA","3590.61","83.79","2073699","18.3","9.51","-.3","70.85","2.41","37.15","7.13","95.51","48.65","50","Computer and Technology","Electronics - Semiconductors","-17.19","3"
"Ambiq Micro, Inc.","AMBQ","1346.89","65.24","506286","10.04","-23.09","-11.62","59.44","95.95","-4.67","-25.35","90.48","22.76","50","Computer and Technology","Electronics - Semiconductors","-46.86","3"
"Amcor","AMCR","22077.01","47.06","3667116","4.17","13.83","22.12","79.63","1.49","10.04","7.67","50.58","36.69","183","Industrial Products","Containers - Paper and Packaging","3.06","4"
"Amdocs","DOX","5968.53","59.12","1316380","-2.69","7.69","-7.74","13.71","-39.13","-9.43","16.85","89.41","49.87","156","Computer and Technology","Computers - IT Services","9.75","3"
"Amentum Holdings, Inc.","AMTM","5717","23.84","1654747","7.34","12.07","1.08","18.98","-28.48","71.59","4","37.53","20.09","96","Construction","Engineering - R and D Services","1.04","3"
"Amer Sports, Inc.","AS","20342.74","36.11","3672004","1.86","8.41","12.05","57.89","-12.84","26.68","8.74","41.96","29.54","89","Consumer Discretionary","Leisure and Recreation Products","6.5","3"
"Amerant Bancorp","AMTB","1163.33","29.19","450852",".27","18.19","31.38","92.65","34.29","11.65","18.25","30.58","16.7","61","Finance","Banks - Southeast","8.76","1"
"Ameren","AEE","30162.07","108.27","1519243","-.93","-3.75","-.13","55.53","-3.3","15.43","16.88","118.32","97.25","175","Utilities","Utility - Electric Power","17.86","2"
"Ameresco","AMRC","1358.73","25.55","667566","38.63","1.66","-11.46","33.77","-22.35","9.16","1.63","43.23","16.7","166","Oils-Energy","Alternative Energy - Other","1.4","2"
"America Movil, S.A.B. de C.V. Unsponsored ADR","AMX","72180.1","23.92","2023207","-3.42","-9.05","-11.43","61.82","3","3.21","9.38","27.75","17.98","102","Computer and Technology","Wireless Non-US ","9.38","3"
"American Airlines","AAL","10975.46","16.03","106163936","11.73",".36","30.45","80.3","-4.14",".78","-.3","18.15","10.18","160","Transportation","Transportation - Airline","-.56","3"
"American Assets Trust","AAT","1416.59","22.52","391481","-2.74","-7.76","11.18","65.64","8.02","-4.73","4.09","25.85","17.76","76","Finance","REIT and Equity Trust - Retail","4.09","2"
"American Eagle Outfitters","AEO","2986.16","17.72","4164450","1.6","9.19","15.56","35.87","-40.11","3.16","6.08","28.19","12.02","94","Retail-Wholesale","Retail - Apparel and Shoes","5.01","2"
"American Electric Power","AEP","68849.94","125.26","4151441","-2.26","-6.94","-1.16","62.11","-2.79","10.93","14.19","138.69","106.44","175","Utilities","Utility - Electric Power","13.78","3"
"American Express","AXP","235676.36","342.6","3076447","5.28","3.75","12.72","61.24","-16.39","9.52","15.07","384.89","292.27","157","Finance","Financial - Miscellaneous Services","15.07","3"
"American Financial Group","AFG","12191.22","146.73","411996","2.24","3.92","10.85","92.11","-4.85","-1.8","12.06","148.71","123.6","151","Finance","Insurance - Property and Casualty","11.51","4"
"American Healthcare REIT, Inc.","AHR","10696.09","54.71","2168228","-3.51","1.61","7.54","87.71","4.53","9.15","4.24","57.72","39.65","85","Finance","REIT and Equity Trust - Other","4.23","2"
"American Homes 4 Rent","AMH","12469.4","34.55","2074057","2.58","3.88","9.99","85.31","-4.52","7.03","25.53","35.82","27.38","79","Finance","REIT and Equity Trust - Residential","25.53","3"
"American International Group","AIG","42480.12","79.97","3246744","-.1",".63","5.73","55.99","-16.99","-1.75","16.14","86.59","71.89","151","Finance","Insurance - Multi line","11.86","3"
"American Public Education","APEI","987.25","50.78","342050","5.08","-7.22","1.72","78.56","26.19","3.89","6.13","60.86","28.03","102","Consumer Discretionary","Schools","6.13","2"
"American States Water","AWR","3329.02","85.67","300823","-3.32","1.63","9.56","77.37","3.87","10.52","20.52","89.28","70.1","212","Utilities","Utility - Water Supply","20.52","3"
"American Superconductor","AMSC","1596.35","32.9","774250","23.65","-8.5","-40.89","17.16","1.44","34.26","48.04","66.68","25.95","60","Computer and Technology","Electronics - Miscellaneous Components","42.56","3"
"American Tower","AMT","78302.65","171.2","3214758","-6.24","1.84","-3.34","11.72","-15.16","5.11","31.08","212.98","162.11","85","Finance","REIT and Equity Trust - Other","31.08","2"
"American Water Works","AWK","26661.48","134.82","2260739","-2.85","1.73","5.33","50.37","-8.88","9.74","21.46","147","121.13","212","Utilities","Utility - Water Supply","21.35","3"
"Americold Realty Trust","COLD","4002.84","14.42","3865826","-5.01","-10.75","-5.9","61.87","-3.3","-2.43","-4.29","16.44","10.12","85","Finance","REIT and Equity Trust - Other","-4.29","4"
"Ameriprise Financial","AMP","50434.96","559.82","578459","3.84","14.36","19.58","100","1.41","7.04","21.38","561.03","430.4","69","Finance","Financial - Investment Management","20.24","2"
"Ameris Bancorp","ABCB","5982.98","88.19","495594","1.23",".93","7.29","84.31","6.1","-.36","34.33","93.17","66.02","61","Finance","Banks - Southeast","21.98","3"
"Amgen","AMGN","220109.23","404.85","2661071","5.21","10.83","21.22","100","10.44","9.95","31.9","407.83","271.18","109","Medical","Medical - Biomedical and Genetics","22.95","3"
"Amkor Technology","AMKR","13381.65","54.16","6330149","26.05","-19.5","-27.81","44.4","20.91","6.18","7.45","93.55","22.17","50","Computer and Technology","Electronics - Semiconductors","7.45","1"
"Amneal Pharmaceuticals","AMRX","5889.16","18.07","1921980","-3.35","8.84","48.99","94.25","29.85","8.05","9.98","19.1","7.96","151","Medical","Medical - Drugs","5.05","2"
"Amphenol","APH","212369.06","170.61","7049654","14.59","8.86","38.19","94.03","12.96","51.71","19.17","176.32","107.93","6","Computer and Technology","Electronics - Connectors","17.73","1"
"Amplitude","AMPL","1039.71","10.77","1910453","12.6","13.62","67.39","62.95","-23.39","14.68","1.25","12.6","5.61","163","Business Services","Technology Services","-26.59","3"
"Amprius Technologies, Inc.","AMPX","1659.87","11.19","6031223","38.86","1.21","-33.11","30.8","31.66","202.11","-12.78","22.91","6.74","163","Business Services","Technology Services","-35.16","2"
"Amrize Ltd","AMRZ","29246.98","51.22","2730786","6.91","6.94","4.05","32.43","-13.34",".95","10.67","65.86","46.65","157","Construction","Building Products - Miscellaneous","9.7","4"
"Amtech Systems","ASYS","233.06","14.95","370898","17.29","-9.5","-22.69","59.2","13.07","-21.59","6.92","23.99","4.43","54","Computer and Technology","Semiconductor - General","4.9","3"
"Analog Devices","ADI","183967.91","377.31","3927008","6.88","-2","-12.65","69.84","23.43","16.89","38.18","445.48","220.68","24","Computer and Technology","Semiconductor - Analog and Mixed","26.01","2"
"AnaptysBio","ANAB","1628.17","54.77","704961","5.47","-15.85","-12.28","70.03",".53","157.01","-11.53","70.22","19.4","109","Medical","Medical - Biomedical and Genetics","-11.53","3"
"AngioDynamics","ANGO","621.64","15.11","588415","2.8","17.41","38.74","97.79","3.82","9.46","-3.13","15.19","8.4","154","Medical","Medical - Instruments","-11.48","4"
"AnheuserBusch InBev","BUD","171999.03","83.97","1715181",".37","7.65","6.28","95.45","17.89","-.75","13.05","86.48","57.93","226","Consumer Staples","Beverages - Alcohol","14.9","3"
"Annaly Capital Management","NLY","17086.71","22.66","7364630","-1.65",".62","2.3","58.71","-10.14","23.12","144.68","24.4","20.21","183","Finance","REIT and Equity Trust","43.66","2"
"Anterix","ATEX","1938.34","100.32","340191","12.71","-5.25","79.8","90.25","303.61","7.79","-398.86","108.21","17.99","54","Computer and Technology","Communication - Infrastructure","1394.17","3"
"Antero Midstream","AM","10044.1","21.49","2153098","-1.67","-6.83","-1.86","62.17","5.42","7.43","32.41","23.6","17.15","202","Oils-Energy","Oil and Gas - Integrated - United States","32.41","3"
"Antero Resources","AR","10554.38","34.9","4792068","-2.31","-.95","-6.56","29.19","-11.7","21.97","12.58","45.15","29.87","212","Oils-Energy","Oil and Gas - Exploration and Production - United States","17.68","3"
